stage,model,gd,tau,gap,graph,pulse_s,amplitude_A_m2,restore_s,end_s,dose,id,peak_mV,time_peak_s,positive_area_mV_s,positive_centroid_s,final_mean_mV,final_max_departure_mV,target_ever_fraction,target_final_fraction,first_target_crossing_s,final_dv_max_V_s,final_gate_derivative_max_s_inv,net_cut_charge_effective_C_m2,positive_cut_charge_effective_C_m2,junction_sum_max_A_m2,nfev,method,rtol,atol,gate_min,gate_max,amplitude_factor,numerical_correction,strategy,budget_edges,added_weight
temporal,kv,0.0,0.0592,4.0,interface_10pct,0.01,0.02,0.2,1.0,equal_current,case0117,0.014417738601363306,0.011,0.0002711372966091169,0.01689192092988827,-4.65599780952175e-12,3.728854031104234e-08,0.0,0.0,,1.365687511429431e-07,1.5549059670270812e-09,3.0326650079437462e-05,3.110920034661154e-05,7.09154956979319e-15,8850,DOP853,1e-08,1e-10,0.026572229610236635,0.027049822194466697,,,,,
temporal,kv,0.0,0.0592,4.0,interface_10pct,0.1,0.001,0.2,1.0,equal_charge,case0118,0.0013569130386456574,0.048,0.00013234618605513504,0.060810729774980525,-1.0130785099704553e-12,1.394003940058397e-07,0.0,0.0,,5.118410849888969e-07,4.8006636086627645e-09,1.5111910541662942e-05,1.54320055358522e-05,7.09154956979319e-15,8808,DOP853,1e-08,1e-10,0.02657222998486133,0.026702421248655142,,,,,
temporal,kv,0.0,0.0592,4.0,interface_10pct,0.1,0.02,0.2,1.0,equal_current,case0119,0.027112659784979398,0.048,0.0026434845332703387,0.06078358885119453,-1.2118084313783584e-10,9.414360679915745e-07,0.0,0.0,,3.4480276614370226e-06,3.904151911435527e-08,0.00030176861769217676,0.0003082808013956383,7.09154956979319e-15,8964,DOP853,1e-08,1e-10,0.026572212246585923,0.029323340563679128,,,,,
temporal,kv,0.0,0.0592,4.0,independent32_seed11,0.001,0.1,0.2,1.0,equal_charge,case0120,0.029227925713679048,0.002,0.00035243924524389764,0.009819383463423733,3.402833570476105e-11,2.2684721462384871e-07,0.0,0.0,,8.33682625754964e-07,7.197227048572963e-09,4.0088854285890576e-05,4.03862778212972e-05,1.0080404352599512e-14,8895,DOP853,1e-08,1e-10,0.026572230499630683,0.026752261773722284,,,,,
temporal,kv,0.0,0.0592,4.0,independent32_seed11,0.001,0.02,0.2,1.0,equal_current,case0121,0.005845657821454409,0.002,7.051029893554925e-05,0.009830583523174764,7.445433158892456e-12,5.2124769778227886e-08,0.0,0.0,,1.9157113644984597e-07,1.6482459283502466e-09,8.022286539489724e-06,8.085460465127455e-06,1.0080404352599512e-14,8868,DOP853,1e-08,1e-10,0.026572230483893077,0.0266061164668419,,,,,
temporal,kv,0.0,0.0592,4.0,independent32_seed11,0.01,0.01,0.2,1.0,equal_charge,case0122,0.0224412882510322,0.01,0.0003523695251891716,0.014307350079487254,5.766220834146907e-12,8.443965665572151e-08,0.0,0.0,,3.1019153827558515e-07,2.7628699347128515e-09,4.010412710734377e-05,4.038538017583043e-05,1.0080404352599512e-14,8838,DOP853,1e-08,1e-10,0.026572230500563915,0.02673924894919453,,,,,
temporal,kv,0.0,0.0592,4.0,independent32_seed11,0.01,0.02,0.2,1.0,equal_current,case0123,0.044881003585912904,0.01,0.0007046268935206115,0.01430436744077729,-2.2364055052292997e-11,7.616931391174475e-08,0.0,0.0,,2.8042681753104315e-07,2.2431020066907526e-09,8.019828997614e-05,8.076243855824604e-05,1.0080404352599512e-14,8883,DOP853,1e-08,1e-10,0.026572230494426318,0.026912244247770313,,,,,
temporal,kv,0.0,0.0592,4.0,independent32_seed11,0.1,0.001,0.2,1.0,equal_charge,case0124,0.003525627055557534,0.045,0.00034553927794767753,0.058447707821054816,-2.9101721032986916e-11,1.3105437568494693e-07,0.0,0.0,,4.822902965016806e-07,3.8748936726327e-09,4.010828817402346e-05,4.02694859423134e-05,1.0080404352599512e-14,8874,DOP853,1e-08,1e-10,0.026572230501973052,0.026666279429481597,,,,,
temporal,kv,0.0,0.0592,4.0,independent32_seed11,0.1,0.02,0.2,1.0,equal_current,case0125,0.07046434694788634,0.045,0.006904205827025375,0.05842794713210229,-2.263536580393577e-10,1.4617758045676332e-06,0.0,0.0,,5.363007234767021e-06,5.2155435329032254e-08,0.0008017690065383066,0.0008050658384596524,1.0080404352599512e-14,8967,DOP853,1e-08,1e-10,0.026572229121011117,0.02852962475799999,,,,,
temporal,kv,0.0,0.0592,4.0,independent32_seed22,0.001,0.1,0.2,1.0,equal_charge,case0126,0.02943324430187272,0.002,0.0003555142004882453,0.009787209539322656,-2.0414225865295066e-11,2.2551405881587883e-07,0.0,0.0,,8.291430403806893e-07,6.9928091095405875e-09,4.044679717353679e-05,4.073825667337172e-05,1.0771263728420588e-14,8883,DOP853,1e-08,1e-10,0.026572230488706754,0.026751832107146382,,,,,
temporal,kv,0.0,0.0592,4.0,independent32_seed22,0.001,0.02,0.2,1.0,equal_current,case0127,0.005886721680135876,0.002,7.112533415519484e-05,0.009794326986840119,-6.175615574477433e-13,9.515117860292577e-09,0.0,0.0,,3.495071298348362e-08,3.02926790258724e-10,8.09332587605917e-06,8.151087591529928e-06,1.0771263728420588e-14,8823,DOP853,1e-08,1e-10,0.026572230489126773,0.026606031878112932,,,,,
temporal,kv,0.0,0.0592,4.0,independent32_seed22,0.01,0.01,0.2,1.0,equal_charge,case0128,0.022707135400000522,0.01,0.0003554444409329671,0.014275293642987394,-6.051409373597494e-11,1.1149729334247738e-06,0.0,0.0,,4.098895737495584e-06,3.4699378611156585e-08,4.0462761373214265e-05,4.073705013247629e-05,1.0771263728420583e-14,8853,DOP853,1e-08,1e-10,0.02657223049773005,0.026738788502700252,,,,,
temporal,kv,0.0,0.0592,4.0,independent32_seed22,0.01,0.02,0.2,1.0,equal_current,case0129,0.04541269082097149,0.01,0.0007107771460663839,0.014272846625250128,-9.71445146547012e-12,6.978861932793734e-08,0.0,0.0,,2.562502684436835e-07,2.2450882064652234e-09,8.09136901660293e-05,8.146834032815262e-05,1.0771263728420583e-14,8907,DOP853,1e-08,1e-10,0.026572230505420354,0.026911295786092495,,,,,
temporal,kv,0.0,0.0592,4.0,independent32_seed22,0.1,0.001,0.2,1.0,equal_charge,case0130,0.003556393040823891,0.045,0.0003485788040758427,0.058420227397926676,-5.3387849696662215e-11,2.822247366363051e-07,0.0,0.0,,1.0378164139700219e-06,8.704624214090095e-09,4.046684142966373e-05,4.06257930414084e-05,1.0771263728420583e-14,8886,DOP853,1e-08,1e-10,0.02657223048802407,0.026665951202879838,,,,,
temporal,kv,0.0,0.0592,4.0,independent32_seed22,0.1,0.02,0.2,1.0,equal_current,case0131,0.07107946184813085,0.045,0.006964986249786894,0.058400352005074326,-2.3561014250716994e-10,6.351537421012132e-07,0.0,0.0,,2.3271132194423866e-06,2.1560559561899114e-08,0.0008089448434941995,0.000812172086814419,1.0771263728420583e-14,9000,DOP853,1e-08,1e-10,0.0265722284332794,0.02852253007908978,,,,,
temporal,kv,0.0,0.0592,4.0,independent32_seed33,0.001,0.1,0.2,1.0,equal_charge,case0132,0.029414363570082203,0.002,0.00035645240673598533,0.009809928493355782,1.211530875622202e-11,7.551762687407759e-08,0.0,0.0,,2.776970673377954e-07,2.4264827314289715e-09,4.054691467265512e-05,4.085392661054224e-05,1.099863544760974e-14,8871,DOP853,1e-08,1e-10,0.026572230525724643,0.02675308449387475,,,,,
temporal,kv,0.0,0.0592,4.0,independent32_seed33,0.001,0.02,0.2,1.0,equal_current,case0133,0.005882945692065045,0.002,7.13137602461611e-05,0.00982311312210851,-2.511185703824026e-11,1.0038925246647068e-07,0.0,0.0,,3.689413510810091e-07,3.1339543033703185e-09,8.112893088417928e-06,8.176871345138777e-06,1.099863544760974e-14,8847,DOP853,1e-08,1e-10,0.02657223048549789,0.026606272189968572,,,,,
temporal,kv,0.0,0.0592,4.0,independent32_seed33,0.01,0.01,0.2,1.0,equal_charge,case0134,0.02271851440503042,0.01,0.0003563820956964947,0.014297807492994207,1.777744618181032e-11,1.4059460540227775e-07,0.0,0.0,,5.166111811776009e-07,4.512857277718092e-09,4.05632534999102e-05,4.0851910018381714e-05,1.0998635447609737e-14,8889,DOP853,1e-08,1e-10,0.0265722305048017,0.02673999213139066,,,,,
temporal,kv,0.0,0.0592,4.0,independent32_seed33,0.01,0.02,0.2,1.0,equal_current,case0135,0.045435442330515885,0.01,0.000712650759336686,0.014294589373090328,-2.831068712794149e-12,1.0477464729152786e-07,0.0,0.0,,3.847366224002044e-07,3.534994885025946e-09,8.111439826823535e-05,8.169357884027596e-05,1.0998635447609737e-14,8859,DOP853,1e-08,1e-10,0.02657223049761554,0.02691378319013215,,,,,
temporal,kv,0.0,0.0592,4.0,independent32_seed33,0.1,0.001,0.2,1.0,equal_charge,case0136,0.0035657879281225657,0.045,0.00034947688186170295,0.058439445432469546,-4.760081218080359e-12,1.3017069366849654e-07,0.0,0.0,,4.779994253927347e-07,4.373191994813149e-09,4.0567999788623926e-05,4.0730530969710045e-05,1.0998635447609737e-14,8862,DOP853,1e-08,1e-10,0.026572230500060034,0.026666630976469468,,,,,
temporal,kv,0.0,0.0592,4.0,independent32_seed33,0.1,0.02,0.2,1.0,equal_current,case0137,0.07126672870366724,0.045,0.006982885674125057,0.05841960835381118,-4.760150607019398e-10,8.994782835225479e-07,0.0,0.0,,3.3171879106628013e-06,2.6137865977741866e-08,0.0008109494786922408,0.0008142611892378904,1.0998635447609737e-14,9009,DOP853,1e-08,1e-10,0.026572227903845454,0.028537232621350696,,,,,
temporal,kv,0.0,0.0592,4.0,cut,0.001,0.1,0.2,1.0,equal_charge,case0138,3.33361810378463e-09,0.802,2.0482415069578168e-10,0.8322979722626709,-1.7208456881689926e-12,6.630335169788282e-09,0.0,0.0,,2.463112697744657e-08,2.3000428982571433e-10,-8.912648601006044e-08,1.2289109216634395e-09,7.66053886991358e-15,8835,DOP853,1e-08,1e-10,0.0265721969685687,0.026847156530984826,,,,,
temporal,kv,0.0,0.0592,4.0,cut,0.001,0.02,0.2,1.0,equal_current,case0139,1.8570492366087876e-09,0.6880000000000001,1.135576840893826e-10,0.7858839123083373,-8.81239525796218e-12,3.907576553996428e-07,0.0,0.0,,1.4365169316446838e-06,1.2159431975283195e-08,-1.7378360717773543e-08,7.77049381339712e-10,7.66053886991358e-15,8811,DOP853,1e-08,1e-10,0.026572223976818073,0.026623356949730292,,,,,
temporal,kv,0.0,0.0592,4.0,cut,0.01,0.01,0.2,1.0,equal_charge,case0140,2.971706214438541e-09,0.788,1.722040669782655e-10,0.8376462415020957,3.469446951953614e-14,2.6641099049040662e-08,0.0,0.0,,9.766930545579422e-08,1.0420177413308242e-09,-9.599509614335866e-08,1.0711451517708693e-09,7.66053886991358e-15,8844,DOP853,1e-08,1e-10,0.026572194780138284,0.026825815346993097,,,,,
temporal,kv,0.0,0.0592,4.0,cut,0.01,0.02,0.2,1.0,equal_current,case0141,3.188074804150176e-09,0.8260000000000001,1.6743715788858357e-10,0.8533454347890277,2.1087298573974067e-11,4.035253797773919e-07,0.0,0.0,,1.4828806357098864e-06,1.3006536538486403e-08,-1.9362680879604636e-07,1.5890712230237643e-09,7.66053886991358e-15,8862,DOP853,1e-08,1e-10,0.02657215804532529,0.027092675500223783,,,,,
temporal,kv,0.0,0.0592,4.0,cut,0.1,0.001,0.2,1.0,equal_charge,case0142,3.5244585028237907e-09,0.861,1.848021562167457e-10,0.8540673335198828,1.672273430841642e-12,7.748802988150061e-08,0.0,0.0,,2.8419777414658703e-07,2.9223278850289846e-09,-2.511614715757365e-07,5.4437185562084035e-09,7.66053886991358e-15,8868,DOP853,1e-08,1e-10,0.026572139265123886,0.026715338569842855,,,,,
temporal,kv,0.0,0.0592,4.0,cut,0.1,0.02,0.2,1.0,equal_current,case0143,3.0976957110517844e-09,0.997,7.571626658986469e-11,0.9320803087355195,-7.461392614871443e-11,4.338650966273505e-08,0.0,0.0,,1.7063113513272887e-07,9.505916136825302e-09,-5.102270548902749e-06,5.871647522914802e-10,7.66053886991358e-15,8934,DOP853,1e-08,1e-10,0.026570351765582808,0.029612564193042604,,,,,
memory,bistable,4.0,0.0148,1.0,original,0.02,0.0741357421875,0.02,2.0,,case0144,0.8556531712977933,0.052000000000000005,1.5572893579956342,1.0081488848218956,0.7850108686145509,38.55432504428178,0.0,0.0,,4.144579644760338e-13,1.200241107702872e-13,0.13614241737070526,0.13614241737070526,2.706168622523819e-15,6427,DOP853,1e-08,1e-10,0.027555593451844714,0.3067490417166062,0.9,,,,
memory,bistable,4.0,0.0148,1.0,original,0.02,0.0741357421875,0.05,2.0,,case0145,0.8556531901931924,0.052000000000000005,1.5572893580513565,1.00814888478824,0.7850108686145649,38.55432504428122,0.0,0.0,,1.0878017236981563e-12,7.351476784680091e-13,0.13614241728563026,0.13614241728563026,2.706168622523819e-15,6444,DOP853,1e-08,1e-10,0.027555593451844714,0.30674911186404435,0.9,,,,
memory,bistable,4.0,0.0148,1.0,original,0.02,0.0741357421875,0.2,2.0,,case0146,0.8556531712977933,0.052000000000000005,1.5572893579956346,1.0081488848218971,0.785010868614544,38.55432504428207,0.0,0.0,,1.1560630924778437e-12,1.8753767307857374e-13,0.13614241737070526,0.13614241737070526,2.706168622523819e-15,6444,DOP853,1e-08,1e-10,0.027555593451844714,0.3067490417166062,0.9,,,,
memory,bistable,4.0,0.0148,1.0,original,0.02,0.0741357421875,0.5,2.0,,case0147,0.8556531712977933,0.052000000000000005,1.557289357995634,1.008148884821896,0.7850108686145163,38.55432504428195,0.0,0.0,,1.1459149601433793e-12,1.8050501033812722e-13,0.1361424173707053,0.1361424173707053,2.706168622523819e-15,6444,DOP853,1e-08,1e-10,0.027555593451844714,0.3067490417166062,0.9,,,,
memory,bistable,4.0,0.0148,1.0,original,0.02,0.08237304687500001,0.02,2.0,,case0148,65.99704021939768,0.108,111.76561634153745,1.0450210309176307,58.51837888072404,58.51837888072406,1.0,1.0,0.032,2.7755575615628914e-15,5.2510548462000647e-14,0.005717125672220006,0.00584811091477402,2.706168622523819e-15,35692,DOP853,1e-12,1e-14,0.027555593451845068,0.6444347251381728,1.0,True,,,
memory,bistable,4.0,0.0148,1.0,original,0.02,0.08237304687500001,0.05,2.0,,case0149,65.99704021939294,0.108,111.76561634153938,1.0450210309176142,58.51837888072404,58.51837888072406,1.0,1.0,0.032,2.7755575615628914e-15,5.2510548462000647e-14,0.0057171256722092665,0.005848110914763029,2.706168622523819e-15,35694,DOP853,1e-12,1e-14,0.027555593451845068,0.6444347251381725,1.0,True,,,
memory,bistable,4.0,0.0148,1.0,original,0.02,0.08237304687500001,0.2,2.0,,case0150,65.99704021939768,0.108,111.76561634153745,1.0450210309176307,58.51837888072404,58.51837888072406,1.0,1.0,0.032,5.551115123125783e-15,5.2510548462000647e-14,0.0057171256722200175,0.00584811091477403,2.706168622523819e-15,35706,DOP853,1e-12,1e-14,0.027555593451845068,0.6444347251381728,1.0,True,,,
memory,bistable,4.0,0.0148,1.0,original,0.02,0.08237304687500001,0.5,2.0,,case0151,65.99704021939768,0.108,111.76561634153745,1.0450210309176307,58.51837888072404,58.51837888072406,1.0,1.0,0.032,5.551115123125783e-15,5.2510548462000647e-14,0.005717125672220022,0.005848110914774035,2.706168622523819e-15,35706,DOP853,1e-12,1e-14,0.027555593451845068,0.6444347251381728,1.0,True,,,
memory,bistable,4.0,0.0148,1.0,original,0.02,0.09061035156250001,0.02,2.0,,case0152,66.0140653419072,0.059000000000000004,114.55004789033597,1.0212513285825804,58.51837888072414,58.51837888116697,1.0,1.0,0.019,8.750028479553862e-10,6.690669039820428e-10,0.00253774329115348,0.0026647380835276915,2.706168622523819e-15,11008,DOP853,1e-08,1e-10,0.027555593451845068,0.6441411317476483,1.1,,,,
memory,bistable,4.0,0.0148,1.0,original,0.02,0.09061035156250001,0.05,2.0,,case0153,66.01406534011919,0.059000000000000004,114.5500478902724,1.0212513285831162,58.51837888072416,58.51837888120961,1.0,1.0,0.019,9.707512571566213e-10,7.423116175796106e-10,0.002537743291351827,0.0026647380793869274,2.706168622523819e-15,11058,DOP853,1e-08,1e-10,0.027555593451845068,0.6441411317476509,1.1,,,,
memory,bistable,4.0,0.0148,1.0,original,0.02,0.09061035156250001,0.2,2.0,,case0154,66.0140653419072,0.059000000000000004,114.55004789033556,1.0212513285825857,58.518378880725294,58.51837888604859,1.0,1.0,0.019,1.054294984648152e-08,8.062169550578652e-09,0.0025377432915350702,0.0026647380879427636,2.706168622523819e-15,11010,DOP853,1e-08,1e-10,0.027555593451845068,0.6441411317476483,1.1,,,,
memory,bistable,4.0,0.0148,1.0,original,0.02,0.09061035156250001,0.5,2.0,,case0155,66.0140653419072,0.059000000000000004,114.55004789033654,1.0212513285825784,58.51837888072431,58.51837888188079,1.0,1.0,0.019,2.2906981866910314e-09,1.7516993861438794e-09,0.0025377432906249996,0.002664738082461803,2.706168622523819e-15,10998,DOP853,1e-08,1e-10,0.027555593451845068,0.6441411317476483,1.1,,,,
memory,bistable,4.0,0.0148,1.0,interface_10pct,0.02,0.0741357421875,0.02,2.0,,case0156,66.46150784857647,0.054,114.78908092203442,1.019212413225563,58.51837888070779,58.518378917131045,1.0,1.0,0.022,1.0307730502479018e-07,7.882968302143769e-08,0.0032451929174882985,0.003415169506091517,2.42861286636753e-15,11047,DOP853,1e-08,1e-10,0.027555593451844777,0.6449375303343952,0.9,,,,
memory,bistable,4.0,0.0148,1.0,interface_10pct,0.02,0.0741357421875,0.05,2.0,,case0157,64.56619862612422,0.078,113.58231800712221,1.0295207826210713,58.51837888072347,58.51837889422805,1.0,1.0,0.052000000000000005,2.0346349605127045e-08,1.555787030736309e-08,0.006816520114332384,0.009269706095450417,2.42861286636753e-15,10488,DOP853,1e-08,1e-10,0.027555593451844777,0.6476922303221593,0.9,,,,
memory,bistable,4.0,0.0148,1.0,interface_10pct,0.02,0.0741357421875,0.2,2.0,,case0158,64.57221455990735,0.228,105.0459517613737,1.102227937537091,58.518378880721905,58.51837894873294,1.0,1.0,0.202,1.024685697403882e-07,7.83525271690704e-08,0.03080442093590641,0.034036014593739325,2.42861286636753e-15,12303,DOP853,1e-08,1e-10,0.027555593451844777,0.6473235561099736,0.9,,,,
memory,bistable,4.0,0.0148,1.0,interface_10pct,0.02,0.0741357421875,0.5,2.0,,case0159,64.57221431498014,0.528,87.996337979869,1.24605394281131,58.518378880723645,58.518378892765305,1.0,1.0,0.502,1.8142490287864632e-08,1.3872634272558257e-08,0.08087865990849544,0.08411025412725108,2.42861286636753e-15,12303,DOP853,1e-08,1e-10,0.027555593451844777,0.6473235614170488,0.9,,,,
memory,bistable,4.0,0.0148,1.0,interface_10pct,0.02,0.08237304687500001,0.02,2.0,,case0160,66.50965126895129,0.053,114.84813560695375,1.0187081491979022,58.518378880716675,58.51837890955227,1.0,1.0,0.022,4.714708623509978e-08,3.605646562102274e-08,0.0034279953398248164,0.0036226761989762452,2.42861286636753e-15,10816,DOP853,1e-08,1e-10,0.02755559345184366,0.645479703919212,1.0,,,,
memory,bistable,4.0,0.0148,1.0,interface_10pct,0.02,0.08237304687500001,0.05,2.0,,case0161,64.55137635472599,0.078,113.58592983193604,1.029489423184033,58.51837888072408,58.518378881593975,1.0,1.0,0.052000000000000005,1.5571932632241214e-09,1.1907066924035572e-09,0.006909062570103537,0.009469541083865041,2.42861286636753e-15,12063,DOP853,1e-08,1e-10,0.02755559345184366,0.6477546439203297,1.0,,,,
memory,bistable,4.0,0.0148,1.0,interface_10pct,0.02,0.08237304687500001,0.2,2.0,,case0162,64.57221453947284,0.228,105.04835339779663,1.1022035630749651,58.51837888072192,58.518378948725704,1.0,1.0,0.202,1.0245777559703129e-07,7.834418549337188e-08,0.031041383806016985,0.034272977549619,2.42861286636753e-15,12117,DOP853,1e-08,1e-10,0.02755559345184366,0.6473235567601526,1.0,,,,
memory,bistable,4.0,0.0148,1.0,interface_10pct,0.02,0.08237304687500001,0.5,2.0,,case0163,64.57221431498006,0.528,87.99873959495567,1.2460209208296813,58.51837888072365,58.51837889277138,1.0,1.0,0.502,1.815164962781779e-08,1.387965568303832e-08,0.08111562334300848,0.08434721756186538,2.42861286636753e-15,11841,DOP853,1e-08,1e-10,0.02755559345184366,0.6473235614170765,1.0,,,,
memory,bistable,4.0,0.0148,1.0,interface_10pct,0.02,0.09061035156250001,0.02,2.0,,case0164,66.49151521447259,0.052000000000000005,114.89244381072957,1.0183297821818678,58.51837888072447,58.51837888256674,1.0,1.0,0.022,2.9070690299448643e-09,2.22306407516649e-09,0.0035595103669131727,0.0037730645733725465,2.42861286636753e-15,10867,DOP853,1e-08,1e-10,0.02755559345184428,0.6460462530735137,1.1,,,,
memory,bistable,4.0,0.0148,1.0,interface_10pct,0.02,0.09061035156250001,0.05,2.0,,case0165,64.54588592706781,0.078,113.58779465099309,1.0294731172968592,58.51837888072351,58.51837889373513,1.0,1.0,0.052000000000000005,1.960363815722843e-08,1.4989976227253477e-08,0.006975821969346446,0.009610513695842041,2.42861286636753e-15,10383,DOP853,1e-08,1e-10,0.02755559345184428,0.6478024850758759,1.1,,,,
memory,bistable,4.0,0.0148,1.0,interface_10pct,0.02,0.09061035156250001,0.2,2.0,,case0166,64.57221452539123,0.228,105.05012075892861,1.1021856057720236,58.518378880721926,58.518378948713,1.0,1.0,0.202,1.02438443838615e-07,7.832956505637867e-08,0.031215772736522537,0.03444736653669519,2.42861286636753e-15,12093,DOP853,1e-08,1e-10,0.02755559345184428,0.6473235571903716,1.1,,,,
memory,bistable,4.0,0.0148,1.0,interface_10pct,0.02,0.09061035156250001,0.5,2.0,,case0167,64.57221431498014,0.528,88.00050694179373,1.2459965962058053,58.518378880723645,58.518378892765455,1.0,1.0,0.502,1.814270123023931e-08,1.3872806807217489e-08,0.08129001264962105,0.08452160686843009,2.42861286636753e-15,12093,DOP853,1e-08,1e-10,0.02755559345184428,0.6473235614170519,1.1,,,,
memory,bistable,4.0,0.0148,1.0,independent32_seed11,0.02,0.0741357421875,0.02,2.0,,case0168,0.8563648427360043,0.052000000000000005,1.557343986544361,1.008114593065269,0.7850108686145372,38.55432504428127,0.0,0.0,,6.078471059822732e-13,6.56381855775008e-13,0.1361426438728543,0.1361426438728543,1.2643102996923762e-15,6427,DOP853,1e-08,1e-10,0.02755559345184472,0.30678216163434985,0.9,,,,
memory,bistable,4.0,0.0148,1.0,independent32_seed11,0.02,0.0741357421875,0.05,2.0,,case0169,0.8802515006037653,0.055,1.558026085289009,1.0076987706653036,0.7850108686145509,38.55432504428186,0.0,0.0,,2.5261910618912253e-13,4.0086177620545134e-14,0.13611882647399248,0.13611882647399248,1.2643102996923762e-15,6501,DOP853,1e-08,1e-10,0.02755559345184472,0.30971954875984825,0.9,,,,
memory,bistable,4.0,0.0148,1.0,independent32_seed11,0.02,0.0741357421875,0.2,2.0,,case0170,0.877955067877384,0.055,1.5592641949501929,1.0070016462154465,0.7850108686145787,38.554325044281875,0.0,0.0,,1.4746233747975346e-13,2.2504520769428846e-14,0.13598864677549719,0.13598864677549719,1.3530843112619095e-15,6501,DOP853,1e-08,1e-10,0.02755559345184472,0.31182549816788463,0.9,,,,
memory,bistable,4.0,0.0148,1.0,independent32_seed11,0.02,0.0741357421875,0.5,2.0,,case0171,0.877955067877384,0.055,1.5612191186702762,1.0062033689502707,0.785010868614544,38.55432504428196,0.0,0.0,,1.807581861967833e-13,7.126431576985802e-14,0.13573063535780822,0.13573063535780822,1.32519321037472e-15,6501,DOP853,1e-08,1e-10,0.02755559345184472,0.31182549816788463,0.9,,,,
memory,bistable,4.0,0.0148,1.0,independent32_seed11,0.02,0.08237304687500001,0.02,2.0,,case0172,66.06499969314679,0.079,113.39466432734108,1.0311174608677551,58.51837888076322,58.51837904830656,1.0,1.0,0.025,2.9572418402956657e-07,2.2614163544768197e-07,0.0037592374895972897,0.0038890964167587567,1.2643102996923762e-15,10939,DOP853,1e-08,1e-10,0.027555593451844718,0.6443025875671586,1.0,,,,
memory,bistable,4.0,0.0148,1.0,independent32_seed11,0.02,0.08237304687500001,0.05,2.0,,case0173,66.4221919770612,0.07100000000000001,113.8527914619996,1.0272061364079883,58.518378880725336,58.518378886146344,1.0,1.0,0.023,8.16861023267279e-09,6.2470449233996e-09,0.003213418656753205,0.0032973614373190043,1.2643102996923762e-15,11013,DOP853,1e-08,1e-10,0.027555593451844718,0.6441617854587248,1.0,,,,
memory,bistable,4.0,0.0148,1.0,independent32_seed11,0.02,0.08237304687500001,0.2,2.0,,case0174,66.32893655399238,0.07100000000000001,113.83797833661573,1.0273318777812437,58.51837888072917,58.518378932052705,1.0,1.0,0.023,1.0833264840748313e-07,8.283764065088295e-08,0.003130537576117189,0.0032514717350009947,1.2643102996923762e-15,10965,DOP853,1e-08,1e-10,0.027555593451844718,0.6441460621774978,1.0,,,,
memory,bistable,4.0,0.0148,1.0,independent32_seed11,0.02,0.08237304687500001,0.5,2.0,,case0175,66.32893655399238,0.07100000000000001,113.83797833669794,1.027331877780654,58.51837888072675,58.518378891869325,1.0,1.0,0.023,2.355060035874601e-08,1.8008717640250816e-08,0.003130537664236082,0.0032514725360682523,1.2643102996923762e-15,10950,DOP853,1e-08,1e-10,0.027555593451844718,0.6441460621774978,1.0,,,,
memory,bistable,4.0,0.0148,1.0,independent32_seed11,0.02,0.09061035156250001,0.02,2.0,,case0176,66.12367761438267,0.058,114.60245757569436,1.020803833091857,58.5183788807115,58.51837894087467,1.0,1.0,0.018000000000000002,9.062197936504646e-08,6.929930353284764e-08,0.0024685564647759575,0.002591785254101387,1.2643102996923762e-15,10885,DOP853,1e-08,1e-10,0.027555593451845068,0.6441191889282314,1.1,,,,
memory,bistable,4.0,0.0148,1.0,independent32_seed11,0.02,0.09061035156250001,0.05,2.0,,case0177,66.2918505703592,0.059000000000000004,114.57471393709488,1.0210400869387977,58.51837888072235,58.518378896557245,1.0,1.0,0.018000000000000002,2.3855281638951453e-08,1.8241339369937477e-08,0.0025350303445460564,0.002626387589284683,1.2643102996923762e-15,10875,DOP853,1e-08,1e-10,0.027555593451845068,0.6441079963160393,1.1,,,,
memory,bistable,4.0,0.0148,1.0,independent32_seed11,0.02,0.09061035156250001,0.2,2.0,,case0178,66.19772970680212,0.059000000000000004,114.57294208539864,1.0210550853666374,58.51837888071282,58.51837899305045,1.0,1.0,0.018000000000000002,1.6923819845526822e-07,1.2941051383650134e-07,0.0024208782338176684,0.002551645510286724,1.2643102996923762e-15,10878,DOP853,1e-08,1e-10,0.027555593451845068,0.6440933366967084,1.1,,,,
memory,bistable,4.0,0.0148,1.0,independent32_seed11,0.02,0.09061035156250001,0.5,2.0,,case0179,66.19772970680212,0.059000000000000004,114.57294208542083,1.0210550853664748,58.51837888069073,58.51837907202965,1.0,1.0,0.018000000000000002,2.882267258197402e-07,2.2040214998420914e-07,0.002420878259111822,0.002551646427911154,1.2643102996923762e-15,9516,DOP853,1e-08,1e-10,0.027555593451845068,0.6440933366967084,1.1,,,,
memory,bistable,4.0,0.0148,1.0,independent32_seed22,0.02,0.0741357421875,0.02,2.0,,case0180,0.8560070716279594,0.052000000000000005,1.557337323906415,1.0081186347184468,0.7850108686145302,38.554325044282336,0.0,0.0,,4.218847493575595e-13,4.950994569274346e-13,0.13614422691805028,0.13614422691805028,1.124100812432971e-15,6427,DOP853,1e-08,1e-10,0.02755559345184475,0.3067650086502937,0.9,,,,
memory,bistable,4.0,0.0148,1.0,independent32_seed22,0.02,0.0741357421875,0.05,2.0,,case0181,0.870867247208057,0.052000000000000005,1.5577905727143386,1.0078404691854865,0.7850108686145509,38.554325044281875,0.0,0.0,,1.9711879697958956e-13,3.446004742818792e-14,0.13613760660633412,0.13613760660633412,1.1029978898414125e-15,6501,DOP853,1e-08,1e-10,0.02755559345184475,0.307969859622801,0.9,,,,
