stage,model,gd,tau,gap,graph,pulse_s,amplitude_A_m2,restore_s,end_s,dose,id,peak_mV,time_peak_s,positive_area_mV_s,positive_centroid_s,final_mean_mV,final_max_departure_mV,target_ever_fraction,target_final_fraction,first_target_crossing_s,final_dv_max_V_s,final_gate_derivative_max_s_inv,net_cut_charge_effective_C_m2,positive_cut_charge_effective_C_m2,junction_sum_max_A_m2,nfev,method,rtol,atol,gate_min,gate_max,amplitude_factor,numerical_correction,strategy,budget_edges,added_weight
memory,excitable,4.0,0.0148,1.0,independent32_seed11,0.02,0.12783203124999998,0.2,2.0,,case0246,61.53459616754074,0.061,6.08641270462083,0.10600618470148074,-4.880706949705882e-09,5.149006221394359e-09,1.0,0.0,0.015,5.1925206755870645e-11,8.222423630854792e-08,0.001324286726703529,0.002620520898037453,1.2351231148954867e-15,8331,DOP853,1e-08,1e-10,0.027025515204889654,0.9400106785225937,1.0,,,,
memory,excitable,4.0,0.0148,1.0,independent32_seed11,0.02,0.12783203124999998,0.5,2.0,,case0247,61.53459616754074,0.061,6.08641270462083,0.10600618470148074,-4.880672255236362e-09,5.148402537624719e-09,1.0,0.0,0.015,5.237610475536392e-11,8.220766178901329e-08,0.0013195816602373804,0.0026158158315713045,1.3079291966020196e-15,8292,DOP853,1e-08,1e-10,0.027030881265235417,0.9400106785225937,1.0,,,,
memory,excitable,4.0,0.0148,1.0,independent32_seed11,0.02,0.14061523437499998,0.02,2.0,,case0248,61.2964853544127,0.056,6.104248755945216,0.1018278947927025,-4.698998135044263e-09,4.958762567230934e-09,1.0,0.0,0.014,5.00346075335556e-11,7.896242659732877e-08,0.0012904154207304221,0.002516425493910437,9.992007221626409e-16,8284,DOP853,1e-08,1e-10,0.02703918277051369,0.9400106785225937,1.1,,,,
memory,excitable,4.0,0.0148,1.0,independent32_seed11,0.02,0.14061523437499998,0.05,2.0,,case0249,61.59579079956575,0.057,6.096059689165885,0.1023843906841636,-4.7161163863052025e-09,4.969732958493012e-09,1.0,0.0,0.014,5.011773331412006e-11,7.910937682709118e-08,0.0012482637095915467,0.0025766519396263946,9.4566735627709e-16,8337,DOP853,1e-08,1e-10,0.02703758047272123,0.9400106785225937,1.1,,,,
memory,excitable,4.0,0.0148,1.0,independent32_seed11,0.02,0.14061523437499998,0.2,2.0,,case0250,61.4218497650551,0.057,6.096805872659697,0.1024227746241414,-4.718642143686225e-09,4.985331591988995e-09,1.0,0.0,0.014,5.0372607560827953e-11,7.959769288135021e-08,0.0012738411760132677,0.0025263109929914364,1.0200174038743626e-15,8379,DOP853,1e-08,1e-10,0.027035344958544105,0.9400106785225937,1.1,,,,
memory,excitable,4.0,0.0148,1.0,independent32_seed11,0.02,0.14061523437499998,0.5,2.0,,case0251,61.4218497650551,0.057,6.096805872659697,0.1024227746241414,-4.718628265898417e-09,4.984769541582779e-09,1.0,0.0,0.014,5.034378946708329e-11,7.9581587986155e-08,0.0012696577727598784,0.002522127589738047,1.2825983586770245e-15,8340,DOP853,1e-08,1e-10,0.027040183760965397,0.9400106785225937,1.1,,,,
memory,excitable,4.0,0.0148,1.0,independent32_seed22,0.02,0.11504882812499999,0.02,2.0,,case0252,0.9278154159292549,0.023,0.023851233006514636,0.024597953775182143,-1.1220191442617988e-11,1.438987817792281e-10,0.019230769230769232,0.0,0.017,1.4650607116362124e-12,6.322179446627274e-09,0.0019820910907892846,0.0020288253517865146,1.0212151084617802e-15,6589,DOP853,1e-08,1e-10,0.027464319188105858,0.9400106785225937,0.9,,,,
memory,excitable,4.0,0.0148,1.0,independent32_seed22,0.02,0.11504882812499999,0.05,2.0,,case0253,0.9290005035453158,0.023,0.023963707195826814,0.024647643624087043,-1.1324274851176597e-11,1.4521717162097048e-10,0.019230769230769232,0.0,0.017,1.423514084386568e-12,6.352837145229273e-09,0.00198486349827383,0.002031966368515003,1.0824674490095276e-15,6645,DOP853,1e-08,1e-10,0.02746412152035431,0.9400106785225937,0.9,,,,
memory,excitable,4.0,0.0148,1.0,independent32_seed22,0.02,0.11504882812499999,0.2,2.0,,case0254,0.9290005035453158,0.023,0.02396373444048079,0.02464767672192336,-1.1310397063368782e-11,1.4507839374289233e-10,0.019230769230769232,0.0,0.017,1.322455599889194e-12,6.35246188984695e-09,0.0019849190225088168,0.002031966368515003,1.4015866883711117e-15,6618,DOP853,1e-08,1e-10,0.027463620240646813,0.9400106785225937,0.9,,,,
memory,excitable,4.0,0.0148,1.0,independent32_seed22,0.02,0.11504882812499999,0.5,2.0,,case0255,0.9290005035453158,0.023,0.02396373444048079,0.02464767672192336,-1.1324274851176597e-11,1.4439144324640552e-10,0.019230769230769232,0.0,0.017,1.7020564645198188e-12,6.352094406025799e-09,0.001984923332759905,0.002031966368515003,1.4352422653633955e-15,6606,DOP853,1e-08,1e-10,0.027463620240646813,0.9400106785225937,0.9,,,,
memory,excitable,4.0,0.0148,1.0,independent32_seed22,0.02,0.12783203124999998,0.02,2.0,,case0256,60.962083255282955,0.062,6.089294290937319,0.10689511609175678,-4.930569841299359e-09,5.239399192280558e-09,1.0,0.0,0.015,5.288463894234652e-11,8.349316238387416e-08,0.001357728670061699,0.0026357953982360377,1.187187129031215e-15,8305,DOP853,1e-08,1e-10,0.02702505637621592,0.9400106785225937,1.0,,,,
memory,excitable,4.0,0.0148,1.0,independent32_seed22,0.02,0.12783203124999998,0.05,2.0,,case0257,60.84363737892051,0.063,6.084692665150291,0.1070594052254058,-4.9334633600572886e-09,5.2485307766581e-09,1.0,0.0,0.015,5.2982466504369885e-11,8.366229709011463e-08,0.0013831994898566983,0.002710724828179524,1.2628786905111156e-15,8391,DOP853,1e-08,1e-10,0.02702467385675437,0.9400106785225937,1.0,,,,
memory,excitable,4.0,0.0148,1.0,independent32_seed22,0.02,0.12783203124999998,0.2,2.0,,case0258,60.34090929455517,0.063,6.081583773220997,0.10722033633467731,-4.940561848520986e-09,5.27843740938394e-09,1.0,0.0,0.015,5.3197431269108586e-11,8.42263392364373e-08,0.0014466095131521928,0.002780962428638813,1.187187129031215e-15,8436,DOP853,1e-08,1e-10,0.027023241822785756,0.9400106785225937,1.0,,,,
memory,excitable,4.0,0.0148,1.0,independent32_seed22,0.02,0.12783203124999998,0.5,2.0,,case0259,60.34090929455517,0.063,6.081583773220997,0.10722033633467731,-4.940513276263658e-09,5.278111281370457e-09,1.0,0.0,0.015,5.327684907824315e-11,8.421795594237835e-08,0.0014457929239471055,0.0027801458394337256,1.4633403665445153e-15,8382,DOP853,1e-08,1e-10,0.027026987615882295,0.9400106785225937,1.0,,,,
memory,excitable,4.0,0.0148,1.0,independent32_seed22,0.02,0.14061523437499998,0.02,2.0,,case0260,61.15793455149081,0.057,6.103419532294115,0.10212961065258928,-4.713084089669195e-09,4.98768387702242e-09,1.0,0.0,0.014,5.02979060311437e-11,7.943698143719757e-08,0.0013029823924244589,0.0025213151206773935,1.3877787807814457e-15,8362,DOP853,1e-08,1e-10,0.027038308434810795,0.9400106785225937,1.1,,,,
memory,excitable,4.0,0.0148,1.0,independent32_seed22,0.02,0.14061523437499998,0.05,2.0,,case0261,60.73134190273583,0.058,6.094534961329323,0.10258543856441141,-4.725698998786498e-09,5.0079593250096366e-09,1.0,0.0,0.014,5.0596441099337586e-11,7.978305571754163e-08,0.0013739434570099462,0.0026476568975109262,1.1796119636642288e-15,8436,DOP853,1e-08,1e-10,0.02703731560847051,0.9400106785225937,1.1,,,,
memory,excitable,4.0,0.0148,1.0,independent32_seed22,0.02,0.14061523437499998,0.2,2.0,,case0262,60.579868451714454,0.058,6.095319221113129,0.10262038006664313,-4.729792946189804e-09,5.031502992025594e-09,1.0,0.0,0.014,5.079709439539948e-11,8.023891551189877e-08,0.0013952730343807075,0.0026704334001530525,1.157567507695462e-15,8445,DOP853,1e-08,1e-10,0.027036222612767436,0.9400106785225937,1.1,,,,
memory,excitable,4.0,0.0148,1.0,independent32_seed22,0.02,0.14061523437499998,0.5,2.0,,case0263,60.579868451714454,0.058,6.095319221113129,0.10262038006664313,-4.7297304961446685e-09,5.030906247149858e-09,1.0,0.0,0.014,5.100016546230601e-11,8.023046116356625e-08,0.001394662180394421,0.002669822546166765,1.4570906398223178e-15,8406,DOP853,1e-08,1e-10,0.027039597917387474,0.9400106785225937,1.1,,,,
memory,excitable,4.0,0.0148,1.0,independent32_seed33,0.02,0.11504882812499999,0.02,2.0,,case0264,61.22066316764357,0.062,6.086261266743755,0.10678890003733191,-4.914665896471604e-09,5.1978768511595774e-09,1.0,0.0,0.018000000000000002,5.241324952179327e-11,8.283532859643117e-08,0.0016379940931171451,0.0033979787324287716,9.506284648352903e-16,8398,DOP853,1e-08,1e-10,0.027030968728286798,0.9400106785225937,0.9,,,,
memory,excitable,4.0,0.0148,1.0,independent32_seed33,0.02,0.11504882812499999,0.05,2.0,,case0265,61.42042842450162,0.062,6.084869680615752,0.10717553688231593,-4.932110275746027e-09,5.198445840459698e-09,1.0,0.0,0.018000000000000002,5.241885484702502e-11,8.285090835613573e-08,0.001451992562220977,0.0031381127792082996,1.061650767297806e-15,8484,DOP853,1e-08,1e-10,0.027028963661725153,0.9400106785225937,0.9,,,,
memory,excitable,4.0,0.0148,1.0,independent32_seed33,0.02,0.11504882812499999,0.2,2.0,,case0266,60.80406287158885,0.063,6.081020961963878,0.1073227910410185,-4.936252795406659e-09,5.218533938311509e-09,1.0,0.0,0.018000000000000002,5.2844566830051454e-11,8.383745253581765e-08,0.0014667234604588148,0.0030954485454651806,1.1171619185290638e-15,8589,DOP853,1e-08,1e-10,0.027025622634418853,0.9400106785225937,0.9,,,,
memory,excitable,4.0,0.0148,1.0,independent32_seed33,0.02,0.11504882812499999,0.5,2.0,,case0267,60.80406287158885,0.063,6.081020961963878,0.1073227910410185,-4.936252795406659e-09,5.218027399056524e-09,1.0,0.0,0.018000000000000002,5.300831388416194e-11,8.37735603109735e-08,0.0014640853187504338,0.0030929177863655466,1.5686637783983448e-15,8577,DOP853,1e-08,1e-10,0.027030516937378058,0.9400106785225937,0.9,,,,
memory,excitable,4.0,0.0148,1.0,independent32_seed33,0.02,0.12783203124999998,0.02,2.0,,case0268,61.23441399933737,0.057,6.100347596795347,0.10273287478092186,-4.7348930332091754e-09,4.999979597020143e-09,1.0,0.0,0.015,5.046719335835559e-11,7.96416366188879e-08,0.0014136438963552862,0.0028784522788554254,1.2743511165069646e-15,8224,DOP853,1e-08,1e-10,0.027039667575600612,0.9400106785225937,1.0,,,,
memory,excitable,4.0,0.0148,1.0,independent32_seed33,0.02,0.12783203124999998,0.05,2.0,,case0269,61.308567787839316,0.058,6.097376714040649,0.10314839000275168,-4.751678217562727e-09,5.00650909618372e-09,1.0,0.0,0.015,5.051375984166384e-11,7.975511695512694e-08,0.0012640090321418534,0.002619495477548184,1.2743511165069646e-15,8346,DOP853,1e-08,1e-10,0.02703762154754475,0.9400106785225937,1.0,,,,
memory,excitable,4.0,0.0148,1.0,independent32_seed33,0.02,0.12783203124999998,0.2,2.0,,case0270,60.7294776118024,0.059000000000000004,6.095297795650932,0.10321681790443249,-4.753905602505881e-09,5.024959615074209e-09,1.0,0.0,0.015,5.0693759086339885e-11,8.06350464177541e-08,0.0012589753494372687,0.002595861527220413,1.2743511165069646e-15,8439,DOP853,1e-08,1e-10,0.027034664259286044,0.9400106785225937,1.0,,,,
memory,excitable,4.0,0.0148,1.0,independent32_seed33,0.02,0.12783203124999998,0.5,2.0,,case0271,60.7294776118024,0.059000000000000004,6.095297795650932,0.10321681790443249,-4.753898663611977e-09,5.024439198031416e-09,1.0,0.0,0.015,5.069562391407656e-11,8.057137845796092e-08,0.0012568142363809979,0.002593700414164143,1.3260334670583962e-15,8385,DOP853,1e-08,1e-10,0.027039338107026734,0.9400106785225937,1.0,,,,
memory,excitable,4.0,0.0148,1.0,independent32_seed33,0.02,0.14061523437499998,0.02,2.0,,case0272,61.31740400646133,0.055,6.105751673564805,0.10065831626097599,-4.643049833497059e-09,4.897755812027782e-09,1.0,0.0,0.014,4.956996185051521e-11,7.799730528113002e-08,0.001360545943873504,0.0027304239266620115,1.0685896612017132e-15,8302,DOP853,1e-08,1e-10,0.02704393779015987,0.9400106785225937,1.1,,,,
memory,excitable,4.0,0.0148,1.0,independent32_seed33,0.02,0.14061523437499998,0.05,2.0,,case0273,61.1871196244996,0.056,6.101518262855022,0.1010480947735251,-4.657441099453763e-09,4.905083283990308e-09,1.0,0.0,0.014,4.949453390537539e-11,7.812767988113478e-08,0.0012287244093008953,0.0025061467869823078,1.0408340855860843e-15,8364,DOP853,1e-08,1e-10,0.027042082545234866,0.9400106785225937,1.1,,,,
memory,excitable,4.0,0.0148,1.0,independent32_seed33,0.02,0.14061523437499998,0.2,2.0,,case0274,60.70342367201243,0.056,6.100845424140698,0.10108178110672347,-4.659092556202893e-09,4.92275664676356e-09,1.0,0.0,0.014,4.96172005391704e-11,7.896512888017071e-08,0.0012171293895872055,0.0024700432086686708,1.2863787725997389e-15,8544,DOP853,1e-08,1e-10,0.027039463572155663,0.9400106785225937,1.1,,,,
memory,excitable,4.0,0.0148,1.0,independent32_seed33,0.02,0.14061523437499998,0.5,2.0,,case0275,60.70342367201243,0.056,6.100845424140698,0.10108178110672347,-4.659085617308989e-09,4.9223264353415175e-09,1.0,0.0,0.014,4.965256721403688e-11,7.890457287551556e-08,0.0012152370319427053,0.0024681508510241705,1.4914685307778177e-15,8490,DOP853,1e-08,1e-10,0.027043848160316672,0.9400106785225937,1.1,,,,
memory,excitable,4.0,0.0148,1.0,cut,0.02,0.11504882812499999,0.02,2.0,,case0276,61.92511030119305,0.054,6.092890273922928,0.10071043396228353,-4.615245685624103e-09,4.785054297240521e-09,1.0,0.0,0.023,4.825720986006976e-11,7.607435459355827e-08,-0.00019621529339705407,0.0035532907321767313,1.4918621893400541e-15,8518,DOP853,1e-08,1e-10,0.027058303322286537,0.9400106785225966,0.9,,,,
memory,excitable,4.0,0.0148,1.0,cut,0.02,0.11504882812499999,0.05,2.0,,case0277,59.09925775981684,0.081,5.814159324576892,0.12115111755878742,-5.267050684487629e-09,5.777565925679795e-09,1.0,0.0,0.052000000000000005,5.827239732414391e-11,9.293195768478313e-08,-0.01166280614932633,0.006786436522009569,1.4918621893400541e-15,9729,DOP853,1e-08,1e-10,0.027037475903185393,0.9400106785225995,0.9,,,,
memory,excitable,4.0,0.0148,1.0,cut,0.02,0.11504882812499999,0.2,2.0,,case0278,-6.938893903907228e-15,0.0,0.0,,-4.132805209167145e-10,4.520953056363908e-09,0.0,0.0,,4.55989629735698e-11,7.769817123026712e-08,-0.0007090494664730238,2.0324020244544274e-17,1.4918621893400541e-15,8424,DOP853,1e-08,1e-10,0.026684714459082704,0.9419102652538155,0.9,,,,
memory,excitable,4.0,0.0148,1.0,cut,0.02,0.11504882812499999,0.5,2.0,,case0279,-6.938893903907228e-15,0.0,0.0,,-4.229394612309534e-10,4.519988550111265e-09,0.0,0.0,,4.5587427062454555e-11,7.669301527180039e-08,-1.7569694671940103e-05,4.256317520656694e-17,1.4918621893400541e-15,8394,DOP853,1e-08,1e-10,0.02705979589238273,0.9400394391500588,0.9,,,,
memory,excitable,4.0,0.0148,1.0,cut,0.02,0.12783203124999998,0.02,2.0,,case0280,61.9666463999558,0.054,6.090223214572624,0.10031001901626165,-4.592423663574152e-09,4.761496752436756e-09,1.0,0.0,0.022,4.803385337051602e-11,7.574521121433975e-08,-0.0003026521539226573,0.003658874793815297,1.2073675392798577e-15,8458,DOP853,1e-08,1e-10,0.02705944202346943,0.9400106785225963,1.0,,,,
memory,excitable,4.0,0.0148,1.0,cut,0.02,0.12783203124999998,0.05,2.0,,case0281,59.09224435998482,0.081,5.8015829256784945,0.12106168984936937,-5.245651135687979e-09,5.763910182476906e-09,1.0,0.0,0.052000000000000005,5.837914787004683e-11,9.274064183273367e-08,-0.012127328002833148,0.006767947009055598,1.4918621893400541e-15,9681,DOP853,1e-08,1e-10,0.02703777420351172,0.9400106785225996,1.0,,,,
memory,excitable,4.0,0.0148,1.0,cut,0.02,0.12783203124999998,0.2,2.0,,case0282,-6.938893903907228e-15,0.0,0.0,,-4.1013720197824455e-10,4.4838716073414275e-09,0.0,0.0,,4.523361936750736e-11,7.705260318680018e-08,-0.0006927468816235975,1.7090495685323504e-17,1.4918621893400541e-15,8349,DOP853,1e-08,1e-10,0.026709498244193827,0.9418514752916617,1.0,,,,
memory,excitable,4.0,0.0148,1.0,cut,0.02,0.12783203124999998,0.5,2.0,,case0283,-6.938893903907228e-15,0.0,0.0,,-4.1963654773269354e-10,4.482962612240016e-09,0.0,0.0,,4.524693337018548e-11,7.60628593443613e-08,-1.743166185048283e-05,3.912148383022896e-17,1.4918621893400541e-15,8319,DOP853,1e-08,1e-10,0.027061546605967556,0.9400392073681807,1.0,,,,
memory,excitable,4.0,0.0148,1.0,cut,0.02,0.14061523437499998,0.02,2.0,,case0284,61.92780025691494,0.054,6.087900844406807,0.09997931802798442,-4.573716405609218e-09,4.746793236254376e-09,1.0,0.0,0.022,4.789604043237139e-11,7.553342618038528e-08,-0.0004025113326953994,0.0037359418848961017,1.2490009027033011e-15,8530,DOP853,1e-08,1e-10,0.02706038953276393,0.9400106785225963,1.1,,,,
memory,excitable,4.0,0.0148,1.0,cut,0.02,0.14061523437499998,0.05,2.0,,case0285,59.087207356906134,0.081,5.79108047689923,0.12099015676258626,-5.2280194062781504e-09,5.752946730108732e-09,1.0,0.0,0.052000000000000005,5.808820221706035e-11,9.25841125987148e-08,-0.012507701111420912,0.006751658371176153,1.7832957333041577e-15,9792,DOP853,1e-08,1e-10,0.027037925061481567,0.9400106785225997,1.1,,,,
memory,excitable,4.0,0.0148,1.0,cut,0.02,0.14061523437499998,0.2,2.0,,case0286,-6.938893903907228e-15,0.0,0.0,,-4.0753511676427934e-10,4.453402924209371e-09,0.0,0.0,,4.494333507784609e-11,7.652272260294524e-08,-0.0006794526449138642,1.840194663316197e-17,1.7832957333041577e-15,8454,DOP853,1e-08,1e-10,0.026729917113906446,0.9418033598102875,1.1,,,,
memory,excitable,4.0,0.0148,1.0,cut,0.02,0.14061523437499998,0.5,2.0,,case0287,-6.938893903907228e-15,0.0,0.0,,-4.1687486795893847e-10,4.452403723487208e-09,0.0,0.0,,4.4914039935145533e-11,7.554562198031078e-08,-1.7318569990866015e-05,4.378442053365461e-17,1.7832957333041577e-15,8424,DOP853,1e-08,1e-10,0.027063059364255352,0.9400390172389643,1.1,,,,
sensitivity,bistable,3.6,0.0148,1.0,original,0.02,0.0741357421875,0.05,2.0,,case0288,0.26786453885217776,0.021,0.005930562968990719,0.02154549979123611,0.0,1.2628786905111156e-12,0.0,0.0,,1.0872596226119136e-12,1.732379255063325e-13,0.0006159025692407597,0.0006210157190119114,1.9359513991901167e-15,6273,DOP853,1e-08,1e-10,0.027443212764875078,0.06855227325340345,0.9,,,,
sensitivity,bistable,3.6,0.0148,1.0,original,0.02,0.0741357421875,0.5,2.0,,case0289,0.26786453885217776,0.021,0.005930562969114807,0.021545499792210952,1.3877787807814457e-14,1.2559397966072083e-12,0.0,0.0,,1.122084196392148e-12,1.706592825015021e-13,0.0006159025692312805,0.0006210157190111373,1.9359513991901167e-15,6273,DOP853,1e-08,1e-10,0.027443212764875845,0.06855227325340345,0.9,,,,
sensitivity,bistable,3.6,0.0148,1.0,original,0.02,0.08237304687500001,0.05,2.0,,case0290,0.7091915945204654,0.034,1.2734362302429991,1.0054212325723426,0.6401669605774346,34.59537750844652,0.0,0.0,,1.170179404763605e-12,1.9386706954497558e-13,0.12385198109876838,0.12385198109876838,1.9359513991901167e-15,6489,DOP853,1e-08,1e-10,0.027443390822042175,0.25179359327553974,1.0,,,,
sensitivity,bistable,3.6,0.0148,1.0,original,0.02,0.08237304687500001,0.5,2.0,,case0291,0.7091915945204654,0.034,1.2734362302388718,1.005421232575399,0.6401669605774624,34.59537750844623,0.0,0.0,,1.001802807376606e-12,1.6315777557835915e-13,0.12385198110327239,0.12385198110327239,1.9359513991901167e-15,6489,DOP853,1e-08,1e-10,0.027443390822042175,0.25179359729282624,1.0,,,,
sensitivity,bistable,3.6,0.0148,1.0,original,0.02,0.09061035156250001,0.05,2.0,,case0292,0.7807641523947597,0.027,1.2762588649069477,1.003237127640896,0.6401669605774207,34.59537750844602,0.0,0.0,,1.1256186954744507e-12,3.169386675027896e-13,0.12404574571087924,0.12404574571087924,1.9359513991901167e-15,6489,DOP853,1e-08,1e-10,0.02744339082204248,0.2670801143509093,1.1,,,,
sensitivity,bistable,3.6,0.0148,1.0,original,0.02,0.09061035156250001,0.5,2.0,,case0293,0.7807641523947597,0.027,1.2762588649068425,1.0032371276409628,0.6401669605774138,34.595377508446866,0.0,0.0,,1.225668871951413e-12,5.176039776968635e-13,0.12404574571104454,0.12404574571104454,1.9359513991901167e-15,6489,DOP853,1e-08,1e-10,0.02744339082204248,0.2670801143509093,1.1,,,,
sensitivity,bistable,3.6,0.0148,1.0,interface_10pct,0.02,0.0741357421875,0.05,2.0,,case0294,62.33684723710542,0.08,109.81600273931258,1.0303448814372487,56.62610551080592,56.62610558613904,1.0,1.0,0.052000000000000005,1.0989296417296401e-07,9.0035396555694e-08,0.006854923044160844,0.008658833404129587,1.6618650899857804e-15,11667,DOP853,1e-08,1e-10,0.027443390822042068,0.6156945938443945,0.9,,,,
sensitivity,bistable,3.6,0.0148,1.0,interface_10pct,0.02,0.0741357421875,0.5,2.0,,case0295,62.166478690490536,0.53,85.05696226094078,1.2469615259220708,56.626105510791426,56.626105842822255,1.0,1.0,0.502,4.843578121915826e-07,3.968334744892305e-07,0.07830183320279169,0.08128823809677997,1.6618650899857804e-15,11973,DOP853,1e-08,1e-10,0.027443390822042068,0.6150844145336115,0.9,,,,
sensitivity,bistable,3.6,0.0148,1.0,interface_10pct,0.02,0.08237304687500001,0.05,2.0,,case0296,62.25748516490511,0.08,109.83104357339235,1.030211411070625,56.626105510812124,56.62610552804186,1.0,1.0,0.052000000000000005,3.299007456103453e-08,2.7028732105324822e-08,0.00700655263266109,0.009021638697826153,1.6618650899857804e-15,11643,DOP853,1e-08,1e-10,0.02744339082204167,0.6157378567480989,1.0,,,,
sensitivity,bistable,3.6,0.0148,1.0,interface_10pct,0.02,0.08237304687500001,0.5,2.0,,case0297,62.166478690491175,0.53,85.05978781522904,1.2469214360991414,56.62610551079146,56.62610584282779,1.0,1.0,0.502,4.843655282416037e-07,3.9684010582135055e-07,0.07859012163792736,0.08157652653177831,1.6618650899857804e-15,11910,DOP853,1e-08,1e-10,0.02744339082204167,0.6150844145334159,1.0,,,,
sensitivity,bistable,3.6,0.0148,1.0,interface_10pct,0.02,0.09061035156250001,0.05,2.0,,case0298,62.22172289752557,0.08,109.83811680049982,1.0301484836842132,56.626105510807015,56.62610557034541,1.0,1.0,0.052000000000000005,8.685252239626351e-08,7.115819945292324e-08,0.007111018488485573,0.009254839300994905,1.6618650899857804e-15,11703,DOP853,1e-08,1e-10,0.027443390822040607,0.6157687770337072,1.1,,,,
sensitivity,bistable,3.6,0.0148,1.0,interface_10pct,0.02,0.09061035156250001,0.5,2.0,,case0299,62.16647869049113,0.53,85.06184905452898,1.2468921547012786,56.62610551079144,56.62610584279721,1.0,1.0,0.502,4.843211609539821e-07,3.968035284735933e-07,0.07880040234544101,0.08178680723933719,1.6618650899857804e-15,11946,DOP853,1e-08,1e-10,0.027443390822040607,0.6150844145334324,1.1,,,,
sensitivity,bistable,3.6,0.0148,1.0,independent32_seed11,0.02,0.0741357421875,0.05,2.0,,case0300,0.26724686738303916,0.021,0.005907124011417339,0.02155325493839728,6.938893903907228e-15,8.743006318923108e-13,0.0,0.0,,7.50495585816191e-13,1.1627335730871572e-13,0.0006128667651880663,0.0006177954055539556,2.160720840000393e-15,6312,DOP853,1e-08,1e-10,0.02744292754743152,0.06899425090529122,0.9,,,,
sensitivity,bistable,3.6,0.0148,1.0,independent32_seed11,0.02,0.0741357421875,0.5,2.0,,case0301,0.26724686738303916,0.021,0.005907252352785736,0.021553997091235448,0.0,1.7069679003611782e-12,0.0,0.0,,1.5305573648760618e-12,2.294992274299046e-13,0.0006129742005361636,0.0006177954055559614,2.160720840000393e-15,6273,DOP853,1e-08,1e-10,0.027443198625813736,0.06899425090529122,0.9,,,,
sensitivity,bistable,3.6,0.0148,1.0,independent32_seed11,0.02,0.08237304687500001,0.05,2.0,,case0302,0.7083733327786015,0.035,1.273408112118029,1.005442849623594,0.6401669605774207,34.59537750844642,0.0,0.0,,2.7834722374220355e-13,4.524346363020591e-14,0.12382494773466458,0.12382494773466458,2.160720840000393e-15,6543,DOP853,1e-08,1e-10,0.02744339082204219,0.2538643681018144,1.0,,,,
sensitivity,bistable,3.6,0.0148,1.0,independent32_seed11,0.02,0.08237304687500001,0.5,2.0,,case0303,0.7083733327786015,0.035,1.2724469141921921,1.0059927806138635,0.6401669605774276,34.59537750844646,0.0,0.0,,2.033095913844818e-13,8.064119942378671e-14,0.12353968901917832,0.12353968901917832,2.160720840000393e-15,6543,DOP853,1e-08,1e-10,0.02744339082204219,0.25386437228061187,1.0,,,,
sensitivity,bistable,3.6,0.0148,1.0,independent32_seed11,0.02,0.09061035156250001,0.05,2.0,,case0304,0.7827514090014698,0.028,1.276328357427069,1.003184616685286,0.6401669605774207,34.59537750844631,0.0,0.0,,2.1159289598227105e-13,4.313366480807196e-14,0.12401538440984504,0.12401538440984504,2.160720840000393e-15,6522,DOP853,1e-08,1e-10,0.027443390822042144,0.2688771856014659,1.1,,,,
sensitivity,bistable,3.6,0.0148,1.0,independent32_seed11,0.02,0.09061035156250001,0.5,2.0,,case0305,0.7827514090014698,0.028,1.2753665723703405,1.0037320074710605,0.6401669605774138,34.59537750844643,0.0,0.0,,2.9493551698123177e-13,5.626130192357212e-14,0.12373053843150733,0.12373053843150733,2.160720840000393e-15,6522,DOP853,1e-08,1e-10,0.027443390822042144,0.2688771856014659,1.1,,,,
sensitivity,bistable,3.6,0.0148,1.0,independent32_seed22,0.02,0.0741357421875,0.05,2.0,,case0306,0.26873901975447284,0.021,0.00594670173156649,0.02156079950974866,-1.3877787807814457e-14,9.922618282587337e-13,0.0,0.0,,8.940764795184464e-13,1.3784018971275169e-13,0.0006172063241648602,0.0006224257877673195,2.2958336748682297e-15,6312,DOP853,1e-08,1e-10,0.027443016624488614,0.06877094718350119,0.9,,,,
sensitivity,bistable,3.6,0.0148,1.0,independent32_seed22,0.02,0.0741357421875,0.5,2.0,,case0307,0.26873901975447284,0.021,0.005946707170191776,0.021560828282308493,1.3877787807814457e-14,1.1449174941446927e-12,0.0,0.0,,9.938447634305625e-13,1.598758662994841e-13,0.0006172153344756588,0.0006224257877673997,2.2958336748682297e-15,6273,DOP853,1e-08,1e-10,0.02744319505737568,0.06877094718350119,0.9,,,,
sensitivity,bistable,3.6,0.0148,1.0,independent32_seed22,0.02,0.08237304687500001,0.05,2.0,,case0308,0.7131516170022292,0.035,1.2735733362345294,1.0053169844766379,0.6401669605774276,34.59537750844642,0.0,0.0,,4.5297966766444375e-13,9.189345980850113e-14,0.12384928495428577,0.12384928495428577,2.2958336748682297e-15,6546,DOP853,1e-08,1e-10,0.027443390822042207,0.2528285806541852,1.0,,,,
sensitivity,bistable,3.6,0.0148,1.0,independent32_seed22,0.02,0.08237304687500001,0.5,2.0,,case0309,0.7131516170022292,0.035,1.2746515605340316,1.0047045934939585,0.6401669605774207,34.59537750844642,0.0,0.0,,5.90955236134949e-13,9.376883653928687e-14,0.12382838815302108,0.12382838815302108,2.2958336748682297e-15,6546,DOP853,1e-08,1e-10,0.027443390822042207,0.25282858476068326,1.0,,,,
